SA2_CODE21,SA2_NAME21,population,IRSD_score,IRSD_decile,library_count,libraries_per_10000
119011355,Chullora,1469.0,1006.0,5.0,0.0,0.0
119011356,Condell Park,12773.0,908.0,2.0,0.0,0.0
119011358,Padstow,17200.0,1004.0,5.0,0.0,0.0
119011360,Revesby,17664.0,980.0,4.0,0.0,0.0
119011361,Yagoona - Birrong,22484.0,877.0,1.0,0.0,0.0
119011571,Bankstown - North,16981.0,854.0,1.0,0.0,0.0
119011572,Bankstown - South,18434.0,843.0,1.0,0.0,0.0
119011655,Greenacre - North,14637.0,895.0,1.0,0.0,0.0
119011656,Greenacre - South,13416.0,889.0,1.0,0.0,0.0
119011657,Panania (North) - Milperra,11340.0,1021.0,6.0,0.0,0.0
119011658,Panania (South) - Picnic Point,15994.0,1039.0,7.0,0.0,0.0
119021362,Belmore - Belfield,20332.0,933.0,2.0,0.0,0.0
119021366,Punchbowl,21544.0,847.0,1.0,0.0,0.0
119021367,Roselands,14577.0,970.0,3.0,0.0,0.0
119021573,Lakemba,17092.0,810.0,1.0,0.0,0.0
119021574,Wiley Park,10135.0,846.0,1.0,0.0,0.0
119021659,Campsie - North,11905.0,883.0,1.0,0.0,0.0
119021660,Campsie - South,9059.0,843.0,1.0,0.0,0.0
119021661,Canterbury - South,12220.0,977.0,4.0,0.0,0.0
119021662,Earlwood,17969.0,1037.0,7.0,0.0,0.0
119021663,Kingsgrove - North,6261.0,992.0,5.0,0.0,0.0
119031370,Narwee - Beverly Hills,13791.0,964.0,3.0,0.0,0.0
119031371,Oatley - Hurstville Grove,12594.0,1083.0,9.0,0.0,0.0
119031372,Peakhurst - Lugarno,20220.0,1043.0,7.0,0.0,0.0
119031373,Riverwood,11606.0,856.0,1.0,0.0,0.0
119031374,South Hurstville - Blakehurst,25259.0,1011.0,5.0,0.0,0.0
119031664,Hurstville - Central,12046.0,931.0,2.0,0.0,0.0
119031665,Hurstville - North,12109.0,979.0,4.0,0.0,0.0
119031666,Mortdale - Oatley,14715.0,1061.0,8.0,0.0,0.0
119031667,Penshurst,9528.0,987.0,4.0,0.0,0.0
119041377,Kingsgrove (South) - Bardwell Pa,12973.0,1014.0,6.0,0.0,0.0
119041378,Kogarah,13051.0,1005.0,5.0,0.0,0.0
119041379,Kogarah Bay - Carlton - Allawah,16200.0,1009.0,5.0,0.0,0.0
119041380,Monterey - Brighton-le-Sands - K,13896.0,1005.0,5.0,0.0,0.0
119041381,Rockdale - Banksia,19853.0,974.0,4.0,0.0,0.0
119041382,Sans Souci - Ramsgate,16659.0,1030.0,6.0,0.0,0.0
119041668,Arncliffe - Bardwell Valley,16579.0,984.0,4.0,0.0,0.0
119041669,Bexley - North,10145.0,996.0,5.0,0.0,0.0
119041670,Bexley - South,15831.0,980.0,4.0,0.0,0.0
119041671,Wolli Creek,10731.0,1041.0,7.0,0.0,0.0
120011383,Concord - Mortlake - Cabarita,23113.0,1071.0,9.0,0.0,0.0
120011385,Drummoyne - Rodd Point,18366.0,1090.0,10.0,0.0,0.0
120011386,Five Dock - Abbotsford,20933.0,1062.0,8.0,0.0,0.0
120011672,Concord West - North Strathfield,12842.0,1061.0,8.0,0.0,0.0
120011673,Rhodes,11453.0,1057.0,8.0,0.0,0.0
120021387,Balmain,15579.0,1089.0,10.0,0.0,0.0
120021389,Lilyfield - Rozelle,13824.0,1088.0,10.0,0.0,0.0
120021674,Annandale (NSW),9464.0,1096.0,10.0,0.0,0.0
120021675,Leichhardt,17532.0,1076.0,9.0,0.0,0.0
120031392,Canterbury (North) - Ashbury,11999.0,1034.0,7.0,0.0,0.0
120031393,Croydon Park - Enfield,17434.0,1018.0,6.0,0.0,0.0
120031394,Dulwich Hill - Lewisham,17948.0,1051.0,8.0,0.0,0.0
120031395,Haberfield - Summer Hill,13520.0,1073.0,9.0,0.0,0.0
120031396,Homebush,20822.0,998.0,5.0,0.0,0.0
120031576,Strathfield South,3636.0,1036.0,7.0,0.0,0.0
120031676,Ashfield - North,11456.0,1006.0,5.0,0.0,0.0
120031677,Ashfield - South,12246.0,1009.0,5.0,0.0,0.0
120031678,Burwood (NSW),15942.0,940.0,2.0,0.0,0.0
120031679,Croydon,10993.0,1015.0,6.0,0.0,0.0
120031680,Strathfield - East,16420.0,979.0,4.0,0.0,0.0
120031681,Strathfield - West,9253.0,1080.0,9.0,0.0,0.0
121011399,Chatswood (West) - Lane Cove Nor,21294.0,1082.0,9.0,0.0,0.0
121011401,St Leonards - Naremburn,11903.0,1090.0,10.0,0.0,0.0
121011682,Artarmon,9406.0,1062.0,8.0,0.0,0.0
121011683,Castle Cove - Northbridge,13440.0,1124.0,10.0,0.0,0.0
121011684,Chatswood - East,19601.0,1029.0,6.0,0.0,0.0
121011685,Greenwich - Riverview,12928.0,1128.0,10.0,0.0,0.0
121011686,Lane Cove,15888.0,1098.0,10.0,0.0,0.0
121011687,Willoughby,12996.0,1090.0,10.0,0.0,0.0
121021403,Asquith - Mount Colah,22057.0,1085.0,9.0,0.0,0.0
121021404,Berowra - Brooklyn - Cowan,11790.0,1100.0,10.0,0.0,0.0
121021406,Normanhurst - Thornleigh - Westl,19158.0,1094.0,10.0,0.0,0.0
121021577,Hornsby - East,11943.0,1002.0,5.0,0.0,0.0
121021578,Hornsby - West,10629.0,1068.0,9.0,0.0,0.0
121021579,Wahroonga (West) - Waitara,11877.0,1046.0,7.0,0.0,0.0
121031407,Gordon - Killara,22433.0,1090.0,10.0,0.0,0.0
121031408,Lindfield - Roseville,24599.0,1109.0,10.0,0.0,0.0
121031409,Pymble,17221.0,1116.0,10.0,0.0,0.0
121031410,St Ives,21665.0,1109.0,10.0,0.0,0.0
121031411,Turramurra,20251.0,1112.0,10.0,0.0,0.0
121031412,Wahroonga (East) - Warrawee,18191.0,1116.0,10.0,0.0,0.0
121041413,Cremorne - Cammeray,18905.0,1102.0,10.0,0.0,0.0
121041414,Crows Nest - Waverton,17916.0,1105.0,10.0,0.0,0.0
121041416,Neutral Bay - Kirribilli,17183.0,1083.0,9.0,0.0,0.0
121041417,North Sydney - Lavender Bay,12441.0,1093.0,10.0,0.0,0.0
121041688,Mosman - North,13763.0,1107.0,10.0,0.0,0.0
121041689,Mosman - South,14565.0,1112.0,10.0,0.0,0.0
122011418,Balgowlah - Clontarf - Seaforth,20732.0,1114.0,10.0,0.0,0.0
122011419,Manly - Fairlight,22438.0,1105.0,10.0,0.0,0.0
122021420,Avalon - Palm Beach,13052.0,1102.0,10.0,0.0,0.0
122021421,Bayview - Elanora Heights,11243.0,1098.0,10.0,0.0,0.0
122021422,Newport - Bilgola,13681.0,1104.0,10.0,0.0,0.0
122021690,Mona Vale - Warriewood (North),14634.0,1085.0,9.0,0.0,0.0
122021691,North Narrabeen - Warriewood (So,10874.0,1083.0,9.0,0.0,0.0
122031424,Beacon Hill - Narraweena,14547.0,1051.0,8.0,0.0,0.0
122031425,Cromer,8046.0,1082.0,9.0,0.0,0.0
122031427,Forestville - Killarney Heights,13161.0,1095.0,10.0,0.0,0.0
122031429,Freshwater - Brookvale,21828.0,1097.0,10.0,0.0,0.0
122031430,Manly Vale - Allambie Heights,17550.0,1090.0,10.0,0.0,0.0
122031432,Terrey Hills - Duffys Forest,3786.0,1106.0,10.0,0.0,0.0
122031692,Belrose,8652.0,1098.0,10.0,0.0,0.0
122031693,Collaroy - Collaroy Plateau,13980.0,1091.0,10.0,0.0,0.0
122031694,Dee Why (South) - North Curl Cur,9116.0,1082.0,9.0,0.0,0.0
122031695,Dee Why - North,17816.0,1025.0,6.0,0.0,0.0
122031696,Frenchs Forest - Oxford Falls,17175.0,1112.0,10.0,0.0,0.0
122031697,Narrabeen - Wheeler Heights,11241.0,1059.0,8.0,0.0,0.0
123011433,Camden - Ellis Lane,13295.0,1041.0,7.0,0.0,0.0
123011698,Currans Hill,6445.0,1021.0,6.0,0.0,0.0
123011699,Elderslie - Narellan,14019.0,1038.0,7.0,0.0,0.0
123011700,Harrington Park,11241.0,1078.0,9.0,0.0,0.0
123011701,Mount Annan,19040.0,1040.0,7.0,0.0,0.0
123011702,Spring Farm,9539.0,1058.0,8.0,0.0,0.0
123021436,Bradbury - Wedderburn,20011.0,906.0,2.0,0.0,0.0
123021437,Campbelltown - Woodbine,22084.0,953.0,3.0,0.0,0.0
123021438,Claymore - Eagle Vale - Raby,20236.0,939.0,2.0,0.0,0.0
123021441,Leumeah - Minto Heights,16729.0,957.0,3.0,0.0,0.0
123021443,Minto - St Andrews,21335.0,941.0,2.0,0.0,0.0
123021444,Rosemeadow - Glen Alpine,21155.0,934.0,2.0,0.0,0.0
123021703,Denham Court - Bardia,14868.0,1056.0,8.0,0.0,0.0
123021704,Glenfield,10536.0,1008.0,5.0,0.0,0.0
123021705,Ingleburn,16720.0,964.0,3.0,0.0,0.0
123021706,Macquarie Fields,14198.0,866.0,1.0,0.0,0.0
123031445,Bargo,5934.0,1011.0,5.0,0.0,0.0
123031446,Douglas Park - Appin,11112.0,1074.0,9.0,0.0,0.0
123031447,Picton - Tahmoor - Buxton,18987.0,1016.0,6.0,0.0,0.0
123031448,The Oaks - Oakdale,9808.0,1054.0,8.0,0.0,0.0
124011449,Blackheath - Megalong Valley,5764.0,1016.0,6.0,0.0,0.0
124011450,Blaxland - Warrimoo - Lapstone,18993.0,1081.0,9.0,0.0,0.0
124011452,Katoomba - Leura,13348.0,993.0,5.0,0.0,0.0
124011453,Lawson - Hazelbrook - Linden,11445.0,1037.0,7.0,0.0,0.0
124011454,Springwood - Winmalee,21964.0,1070.0,9.0,0.0,0.0
124011455,Wentworth Falls,6428.0,1043.0,7.0,0.0,0.0
124031457,Cambridge Park,16004.0,981.0,4.0,0.0,0.0
124031459,Emu Plains - Leonay,13914.0,1049.0,8.0,0.0,0.0
124031460,Glenmore Park - Regentville,21002.0,1054.0,8.0,0.0,0.0
124031461,Jamisontown - South Penrith,17326.0,998.0,5.0,0.0,0.0
124031462,Kingswood - Werrington,24625.0,964.0,3.0,0.0,0.0
124031463,Mulgoa - Luddenham - Orchard Hil,12040.0,1065.0,9.0,0.0,0.0
124031464,Penrith,17966.0,934.0,2.0,0.0,0.0
124031465,Warragamba - Silverdale,6025.0,1048.0,7.0,0.0,0.0
124031707,Cranebrook - Castlereagh,17029.0,996.0,5.0,0.0,0.0
124031708,Jordan Springs - Llandilo,13388.0,1049.0,8.0,0.0,0.0
124041466,Richmond - Clarendon,15239.0,996.0,5.0,0.0,0.0
124041467,Windsor - Bligh Park,15264.0,973.0,4.0,0.0,0.0
124041468,Yarramundi - Londonderry,7504.0,1013.0,6.0,0.0,0.0
124051469,Erskine Park,6486.0,1030.0,6.0,0.0,0.0
124051470,St Clair,19942.0,999.0,5.0,0.0,0.0
124051580,Colyton - Oxley Park,13028.0,919.0,2.0,0.0,0.0
124051581,St Marys - North St Marys,17325.0,895.0,1.0,0.0,0.0
125011582,Auburn - Central,19487.0,804.0,1.0,0.0,0.0
125011583,Auburn - North,10592.0,799.0,1.0,0.0,0.0
125011584,Auburn - South,8860.0,853.0,1.0,0.0,0.0
125011585,Berala,8610.0,875.0,1.0,0.0,0.0
125011586,Lidcombe,21197.0,943.0,2.0,0.0,0.0
125011587,Regents Park,5138.0,868.0,1.0,0.0,0.0
125011709,Silverwater - Newington,9246.0,1050.0,8.0,0.0,0.0
125011710,Wentworth Point - Sydney Olympic,20412.0,1051.0,8.0,0.0,0.0
125021477,Ermington - Rydalmere,24641.0,1008.0,5.0,0.0,0.0
125021478,Oatlands - Dundas Valley,18508.0,1004.0,5.0,0.0,0.0
125021711,Carlingford - East,11622.0,1063.0,8.0,0.0,0.0
125021712,Carlingford - West,19251.0,1043.0,7.0,0.0,0.0
125031479,Chester Hill - Sefton,20842.0,855.0,1.0,0.0,0.0
125031480,Fairfield - East,15742.0,785.0,1.0,0.0,0.0
125031481,Granville - Clyde,23250.0,867.0,1.0,0.0,0.0
125031483,Guildford - South Granville,22386.0,801.0,1.0,0.0,0.0
125031484,Guildford West - Merrylands West,22929.0,876.0,1.0,0.0,0.0
125031713,Greystanes - South,16645.0,1009.0,5.0,0.0,0.0
125031714,Merrylands - Holroyd,23806.0,884.0,1.0,0.0,0.0
125031715,Pemulwuy - Greystanes (North),10893.0,1047.0,7.0,0.0,0.0
125031716,South Wentworthville,7305.0,957.0,3.0,0.0,0.0
125041489,North Parramatta,22878.0,1007.0,5.0,0.0,0.0
125041490,North Rocks,8451.0,1092.0,10.0,0.0,0.0
125041491,Northmead,20275.0,1037.0,7.0,0.0,0.0
125041493,Toongabbie - Constitution Hill,22853.0,1020.0,6.0,0.0,0.0
125041494,Winston Hills,11199.0,1083.0,9.0,0.0,0.0
125041588,Pendle Hill - Girraween,13939.0,996.0,5.0,0.0,0.0
125041589,Wentworthville - Westmead,21568.0,1004.0,5.0,0.0,0.0
125041717,Parramatta - North,12062.0,1018.0,6.0,0.0,0.0
125041718,Parramatta - South,9867.0,962.0,3.0,0.0,0.0
125041719,Rosehill - Harris Park,9034.0,963.0,3.0,0.0,0.0
126011496,Pennant Hills - Cheltenham,21737.0,1103.0,10.0,0.0,0.0
126011720,Epping (East) - North Epping,14404.0,1081.0,9.0,0.0,0.0
126011721,Epping (NSW) - West,18690.0,1061.0,8.0,0.0,0.0
126021498,Gladesville - Huntleys Point,15456.0,1086.0,10.0,0.0,0.0
126021499,Hunters Hill - Woolwich,9844.0,1111.0,10.0,0.0,0.0
126021500,Macquarie Park - Marsfield,23818.0,1043.0,7.0,0.0,0.0
126021501,North Ryde - East Ryde,15622.0,1076.0,9.0,0.0,0.0
126021503,West Ryde - Meadowbank,20102.0,1049.0,8.0,0.0,0.0
126021590,Putney,4163.0,1113.0,10.0,0.0,0.0
126021722,Denistone,6969.0,1087.0,10.0,0.0,0.0
126021723,Eastwood,18974.0,1028.0,6.0,0.0,0.0
126021724,Ryde - North,20291.0,1037.0,7.0,0.0,0.0
126021725,Ryde - South,11972.0,1059.0,8.0,0.0,0.0
127011504,Ashcroft - Busby - Miller,17962.0,705.0,1.0,0.0,0.0
127011505,Austral - Greendale,12533.0,995.0,5.0,0.0,0.0
127011592,Badgerys Creek,25.0,1095.0,10.0,0.0,0.0
127011593,Cecil Hills,6906.0,991.0,4.0,0.0,0.0
127011594,Green Valley,12919.0,884.0,1.0,0.0,0.0
127011595,Hinchinbrook,13038.0,945.0,2.0,0.0,0.0
127011596,Hoxton Park - Carnes Hill - Horn,13263.0,977.0,4.0,0.0,0.0
127011597,West Hoxton - Middleton Grange,17194.0,1003.0,5.0,0.0,0.0
127011726,Cobbitty - Bringelly,4761.0,1065.0,9.0,0.0,0.0
127011727,Gledswood Hills - Gregory Hills,14299.0,1060.0,8.0,0.0,0.0
127011728,Leppington - Catherine Field,12559.0,1035.0,7.0,0.0,0.0
127011729,Oran Park,17624.0,1035.0,7.0,0.0,0.0
127021509,Bonnyrigg Heights - Bonnyrigg,17154.0,843.0,1.0,0.0,0.0
127021510,Bossley Park - Abbotsbury,19690.0,922.0,2.0,0.0,0.0
127021511,Cabramatta - Lansvale,24101.0,737.0,1.0,0.0,0.0
127021512,Cabramatta West - Mount Pritchar,18249.0,815.0,1.0,0.0,0.0
127021513,Canley Vale - Canley Heights,22261.0,778.0,1.0,0.0,0.0
127021514,Edensor Park,10279.0,898.0,1.0,0.0,0.0
127021515,Fairfield,18248.0,721.0,1.0,0.0,0.0
127021516,Fairfield - West,21249.0,785.0,1.0,0.0,0.0
127021517,Greenfield Park - Prairiewood,8855.0,849.0,1.0,0.0,0.0
127021518,Horsley Park - Kemps Creek,4344.0,1028.0,6.0,0.0,0.0
127021519,Smithfield - Wetherill Park,19510.0,837.0,1.0,0.0,0.0
127021520,St Johns Park - Wakeley,11197.0,874.0,1.0,0.0,0.0
127031522,Casula,16584.0,936.0,2.0,0.0,0.0
127031523,Chipping Norton - Moorebank,20813.0,1019.0,6.0,0.0,0.0
127031524,Holsworthy - Wattle Grove,21129.0,1064.0,8.0,0.0,0.0
127031599,Lurnea - Cartwright,12670.0,770.0,1.0,0.0,0.0
127031601,Warwick Farm,5937.0,803.0,1.0,0.0,0.0
127031730,Edmondson Park,12080.0,1047.0,7.0,0.0,0.0
127031731,Liverpool - East,17536.0,849.0,1.0,0.0,0.0
127031732,Liverpool - West,13737.0,795.0,1.0,0.0,0.0
127031733,Prestons,15692.0,995.0,5.0,0.0,0.0
128011529,Gymea - Grays Point,18156.0,1093.0,10.0,0.0,0.0
128011530,Miranda - Yowie Bay,20705.0,1046.0,7.0,0.0,0.0
128011531,Sylvania - Taren Point,16430.0,1065.0,9.0,0.0,0.0
128011602,Caringbah,12858.0,1042.0,7.0,0.0,0.0
128011603,Caringbah South,13015.0,1104.0,10.0,0.0,0.0
128011604,Cronulla - Kurnell - Bundeena,24374.0,1077.0,9.0,0.0,0.0
128011605,Lilli Pilli - Port Hacking - Dol,3369.0,1126.0,10.0,0.0,0.0
128011606,Woolooware - Burraneer,8947.0,1108.0,10.0,0.0,0.0
128021533,Heathcote - Waterfall,6673.0,1074.0,9.0,0.0,0.0
128021534,Illawong - Alfords Point,10554.0,1094.0,10.0,0.0,0.0
128021535,Menai - Lucas Heights - Woronora,20927.0,1090.0,10.0,0.0,0.0
128021536,Oyster Bay - Como - Jannali,22063.0,1098.0,10.0,0.0,0.0
128021538,Sutherland - Kirrawee,23238.0,1049.0,8.0,0.0,0.0
128021607,Engadine,17356.0,1081.0,9.0,0.0,0.0
128021608,Loftus - Yarrawarrah,7348.0,1097.0,10.0,0.0,0.0
128021609,Woronora Heights,3539.0,1117.0,10.0,0.0,0.0
201011001,Alfredton,16835.0,1035.0,7.0,0.0,0.0
201011002,Ballarat,12131.0,1042.0,7.0,0.0,0.0
201011005,Buninyong,7261.0,1068.0,9.0,0.0,0.0
201011006,Delacombe,10661.0,982.0,4.0,0.0,0.0
201011007,Smythes Creek,4230.0,1055.0,8.0,0.0,0.0
201011008,Wendouree - Miners Rest,15333.0,910.0,2.0,0.0,0.0
201011481,Ballarat East - Warrenheip,9691.0,959.0,3.0,0.0,0.0
201011482,Ballarat North - Invermay,14750.0,1034.0,7.0,0.0,0.0
201011483,Canadian - Mount Clear,12225.0,980.0,4.0,0.0,0.0
201011484,Sebastopol - Redan,13086.0,881.0,1.0,0.0,0.0
201021009,Bacchus Marsh Surrounds,6559.0,1022.0,6.0,0.0,0.0
201021010,Creswick - Clunes,8085.0,986.0,4.0,0.0,0.0
201021011,Daylesford,9955.0,1028.0,6.0,0.0,0.0
201021012,Gordon (Vic.),6372.0,1037.0,7.0,0.0,0.0
201031013,Avoca,3532.0,947.0,2.0,0.0,0.0
201031014,Beaufort,4644.0,969.0,3.0,0.0,0.0
201031015,Golden Plains - North,4894.0,997.0,5.0,0.0,0.0
201031016,Maryborough (Vic.),8160.0,879.0,1.0,0.0,0.0
201031017,Maryborough Surrounds,5526.0,925.0,2.0,0.0,0.0
202011018,Bendigo,14929.0,919.0,2.0,0.0,0.0
202011019,California Gully - Eaglehawk,12949.0,912.0,2.0,0.0,0.0
202011020,East Bendigo - Kennington,13988.0,1002.0,5.0,0.0,0.0
202011021,Flora Hill - Spring Gully,9437.0,993.0,5.0,0.0,0.0
202011022,Kangaroo Flat - Golden Square,21043.0,952.0,3.0,0.0,0.0
202011023,Maiden Gully,5518.0,1072.0,9.0,0.0,0.0
202011024,Strathfieldsaye,10719.0,1079.0,9.0,0.0,0.0
202011025,White Hills - Ascot,14446.0,997.0,5.0,0.0,0.0
202021026,Bendigo Surrounds - South,8344.0,1068.0,9.0,0.0,0.0
202021027,Castlemaine,11352.0,998.0,5.0,0.0,0.0
202021028,Castlemaine Surrounds,9225.0,1021.0,6.0,0.0,0.0
202021029,Heathcote,5062.0,965.0,3.0,0.0,0.0
202021030,Kyneton,10562.0,1036.0,7.0,0.0,0.0
202021031,Woodend,7949.0,1065.0,9.0,0.0,0.0
202031032,Bendigo Surrounds - North,4934.0,995.0,5.0,0.0,0.0
202031033,Loddon,7289.0,947.0,3.0,0.0,0.0
203011034,Bannockburn,7754.0,1055.0,8.0,0.0,0.0
203011035,Golden Plains - South,8111.0,1043.0,7.0,0.0,0.0
203011036,Winchelsea,6614.0,1054.0,8.0,0.0,0.0
203021037,Belmont,15017.0,1014.0,6.0,0.0,0.0
203021039,Geelong,13504.0,1016.0,6.0,0.0,0.0
203021040,Geelong West - Hamlyn Heights,21200.0,1033.0,7.0,0.0,0.0
203021042,Highton,24034.0,1077.0,9.0,0.0,0.0
203021043,Lara,20817.0,1027.0,6.0,0.0,0.0
203021044,Leopold,13272.0,1026.0,6.0,0.0,0.0
203021045,Newcomb - Moolap,15462.0,920.0,2.0,0.0,0.0
203021046,Newtown (Vic.),10445.0,1073.0,9.0,0.0,0.0
203021047,North Geelong - Bell Park,15795.0,971.0,4.0,0.0,0.0
203021485,Charlemont,10300.0,1050.0,8.0,0.0,0.0
203021486,Corio - Lovely Banks,18325.0,849.0,1.0,0.0,0.0
203021487,Grovedale - Mount Duneed,24763.0,1031.0,6.0,0.0,0.0
203021488,Norlane,9051.0,764.0,1.0,0.0,0.0
203031048,Clifton Springs,16797.0,1014.0,6.0,0.0,0.0
203031049,Lorne - Anglesea,6234.0,1078.0,9.0,0.0,0.0
203031051,Portarlington,9536.0,1001.0,5.0,0.0,0.0
203031052,Point Lonsdale - Queenscliff,5519.0,1080.0,9.0,0.0,0.0
203031053,Torquay,24607.0,1097.0,10.0,0.0,0.0
203031489,Barwon Heads - Armstrong Creek,11333.0,1075.0,9.0,0.0,0.0
203031490,Ocean Grove,19394.0,1074.0,9.0,0.0,0.0
204011054,Alexandra,6828.0,989.0,4.0,0.0,0.0
204011055,Euroa,6922.0,978.0,4.0,0.0,0.0
204011056,Kilmore - Broadford,15563.0,1002.0,5.0,0.0,0.0
204011057,Mansfield (Vic.),10517.0,1028.0,6.0,0.0,0.0
204011058,Nagambie,4537.0,988.0,4.0,0.0,0.0
204011059,Seymour,6569.0,902.0,1.0,0.0,0.0
204011060,Seymour Surrounds,4645.0,1046.0,7.0,0.0,0.0
204011061,Upper Yarra Valley,238.0,916.0,2.0,0.0,0.0
204011062,Yea,4182.0,995.0,5.0,0.0,0.0
204021063,Benalla,10822.0,950.0,3.0,0.0,0.0
204021064,Benalla Surrounds,3781.0,1021.0,6.0,0.0,0.0
204021065,Rutherglen,4047.0,987.0,4.0,0.0,0.0
204021066,Wangaratta,19882.0,964.0,3.0,0.0,0.0
204021067,Wangaratta Surrounds,9925.0,1037.0,7.0,0.0,0.0
204031068,Beechworth,4986.0,1029.0,6.0,0.0,0.0
204031069,Bright - Mount Beauty,8903.0,1046.0,7.0,0.0,0.0
204031070,Chiltern - Indigo Valley,3184.0,1021.0,6.0,0.0,0.0
204031071,Myrtleford,4745.0,992.0,4.0,0.0,0.0
204031072,Towong,6196.0,1000.0,5.0,0.0,0.0
204031073,West Wodonga,15396.0,961.0,3.0,0.0,0.0
204031075,Yackandandah,5221.0,1068.0,9.0,0.0,0.0
204031491,Baranduda - Leneva,12778.0,1054.0,8.0,0.0,0.0
204031492,Wodonga,15082.0,920.0,2.0,0.0,0.0
205011076,Drouin,19773.0,990.0,4.0,0.0,0.0
205011077,Mount Baw Baw Region,6585.0,1019.0,6.0,0.0,0.0
205011078,Trafalgar (Vic.),8368.0,1005.0,5.0,0.0,0.0
205011079,Warragul,23051.0,1010.0,5.0,0.0,0.0
205021081,Bairnsdale,15684.0,951.0,3.0,0.0,0.0
205021082,Bruthen - Omeo,8290.0,1000.0,5.0,0.0,0.0
205021084,Lakes Entrance,11164.0,955.0,3.0,0.0,0.0
205021085,Orbost,6727.0,932.0,2.0,0.0,0.0
205021086,Paynesville,6977.0,989.0,4.0,0.0,0.0
205031087,Foster,9446.0,1005.0,5.0,0.0,0.0
205031088,French Island,139.0,997.0,5.0,0.0,0.0
205031089,Korumburra,9842.0,1006.0,5.0,0.0,0.0
205031090,Leongatha,11502.0,998.0,5.0,0.0,0.0
205031091,Phillip Island,13799.0,1005.0,5.0,0.0,0.0
205031093,Wonthaggi - Inverloch,26792.0,986.0,4.0,0.0,0.0
205041094,Churchill,11912.0,974.0,4.0,0.0,0.0
205041095,Moe - Newborough,17291.0,877.0,1.0,0.0,0.0
205041096,Morwell,14432.0,824.0,1.0,0.0,0.0
205041098,Yallourn North - Glengarry,4707.0,1003.0,5.0,0.0,0.0
205041493,Traralgon - East,12000.0,951.0,3.0,0.0,0.0
205041494,Traralgon - West,16822.0,1011.0,5.0,0.0,0.0
205051100,Longford - Loch Sport,4915.0,978.0,4.0,0.0,0.0
205051101,Maffra,14756.0,980.0,4.0,0.0,0.0
205051102,Rosedale,4928.0,991.0,4.0,0.0,0.0
205051103,Sale,15301.0,970.0,3.0,0.0,0.0
205051104,Yarram,5605.0,945.0,2.0,0.0,0.0
206011106,Brunswick East,12738.0,1076.0,9.0,0.0,0.0
206011107,Brunswick West,14318.0,1047.0,7.0,0.0,0.0
206011109,Pascoe Vale South,10390.0,1069.0,9.0,0.0,0.0
206011495,Brunswick - North,12890.0,1054.0,8.0,0.0,0.0
206011496,Brunswick - South,12983.0,1068.0,9.0,1.0,0.7702380035430948
206011497,Coburg - East,12535.0,1027.0,6.0,1.0,0.7977662544874351
206011498,Coburg - West,14031.0,1042.0,7.0,0.0,0.0
206021110,Alphington - Fairfield,8994.0,1070.0,9.0,0.0,0.0
206021112,Thornbury,18919.0,1048.0,7.0,0.0,0.0
206021499,Northcote - East,15068.0,1064.0,8.0,1.0,0.6636580833554553
206021500,Northcote - West,10299.0,1080.0,9.0,0.0,0.0
206031113,Ascot Vale,15191.0,1015.0,6.0,0.0,0.0
206031115,Flemington,9065.0,929.0,2.0,0.0,0.0
206031116,Moonee Ponds,16224.0,1067.0,9.0,0.0,0.0
206031501,Essendon (West) - Aberfeldie,16042.0,1073.0,9.0,0.0,0.0
206031502,Essendon - East,12191.0,1071.0,9.0,0.0,0.0
206041117,Carlton,16655.0,962.0,3.0,2.0,1.2008405884118885
206041118,Docklands,15493.0,1044.0,7.0,1.0,0.6454527851287678
206041119,East Melbourne,4896.0,1107.0,10.0,1.0,2.042483660130719
206041120,Flemington Racecourse,77.0,1119.0,10.0,0.0,0.0
206041121,Kensington (Vic.),10745.0,1044.0,7.0,0.0,0.0
206041124,Parkville,7297.0,1055.0,8.0,0.0,0.0
206041125,South Yarra - West,6423.0,1103.0,10.0,1.0,1.5569048731122528
206041503,Melbourne CBD - East,9848.0,995.0,5.0,2.0,2.0308692120227456
206041504,Melbourne CBD - North,16870.0,961.0,3.0,0.0,0.0
206041505,Melbourne CBD - West,15648.0,994.0,5.0,0.0,0.0
206041506,North Melbourne,15637.0,981.0,4.0,0.0,0.0
206041508,Southbank (West) - South Wharf,6463.0,1055.0,8.0,0.0,0.0
206041509,Southbank - East,16101.0,1052.0,8.0,1.0,0.621079436059872
206041510,West Melbourne - Residential,7446.0,1046.0,7.0,0.0,0.0
206051128,Albert Park,15825.0,1084.0,9.0,1.0,0.631911532385466
206051129,Elwood,14818.0,1083.0,9.0,0.0,0.0
206051130,Port Melbourne,16192.0,1052.0,8.0,1.0,0.6175889328063241
206051134,St Kilda East,15813.0,1066.0,9.0,0.0,0.0
206051511,Port Melbourne Industrial,1907.0,1084.0,9.0,0.0,0.0
206051512,South Melbourne,11693.0,1029.0,6.0,1.0,0.8552125203112974
206051513,St Kilda - Central,11857.0,1047.0,7.0,0.0,0.0
206051514,St Kilda - West,13858.0,1052.0,8.0,0.0,0.0
206061135,Armadale,9336.0,1089.0,10.0,0.0,0.0
206061136,Prahran - Windsor,19119.0,1076.0,9.0,1.0,0.5230399079449761
206061138,Toorak,12953.0,1104.0,10.0,0.0,0.0
206061515,South Yarra - North,11192.0,1090.0,10.0,0.0,0.0
